"dataset","position","candidate","localIdentity","source","witness","candidatePool","bootstrap","promotionEvaluatedA","promotionEvaluatedC","promotionClassA","promotionClassC","promotionScoresA","promotionScoresC","availableA","consideredA","reconstructionA","segmentA","availableC","consideredC","directValidityA","directValidityC","repairsA","repairsC","reconstructionC","segmentC","unionSegmentCount","reachesDInput","DPathCount","inBestGenerated","inFinalWinner","FIRST_LOSS_STAGE","category","EXACT_REASON"
"009","4","B348","BOTTOM:174","ORACLE_INJECTED","true","true","false","true","true","P+Ac","P+Ac","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":1.0375328619173,""rank"":1},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":null,""rank"":null},{""cycle"":5,""score"":null,""rank"":null}]","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":1.0375328619173,""rank"":1},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":null,""rank"":null},{""cycle"":5,""score"":null,""rank"":null}]","true","1968","4562","113","true","2046","[[1,null],[2,true],[3,null],[4,null],[5,null]]","[[1,null],[2,true],[3,null],[4,null],[5,null]]","non exécuté","non exécuté","4325","112","138","true","24477","true","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"009","5","T373","TOP:199","ORACLE_INJECTED","true","true","false","true","true","P+R","P+R","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":0.3718308893803422,""rank"":3},{""cycle"":4,""score"":0.5885077734596958,""rank"":1},{""cycle"":5,""score"":0.6407385310773517,""rank"":1}]","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":0.3718308893803422,""rank"":3},{""cycle"":4,""score"":0.24272760959445247,""rank"":4},{""cycle"":5,""score"":0.2913314917183224,""rank"":3}]","true","827","496","66","true","847","[[1,null],[2,null],[3,true],[4,true],[5,true]]","[[1,null],[2,null],[3,true],[4,true],[5,true]]","non exécuté","non exécuté","392","49","73","true","13553","true","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"009","5","T374","TOP:200","ORACLE_INJECTED","false","true","false","true","true","P+R+Ac","P+R","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":0.6882961461779256,""rank"":1},{""cycle"":4,""score"":null,""rank"":null},{""cycle"":5,""score"":null,""rank"":null}]","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":0.6882961461779256,""rank"":1},{""cycle"":4,""score"":0.6041713374673934,""rank"":2},{""cycle"":5,""score"":0.6555123813672863,""rank"":2}]","true","1397","3269","44","true","847","[[1,null],[2,null],[3,true],[4,null],[5,null]]","[[1,null],[2,null],[3,true],[4,true],[5,true]]","non exécuté","non exécuté","395","52","63","true","10830","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"009","6","B423","BOTTOM:249","ORACLE_INJECTED","true","true","false","true","true","Q+Ac","Q","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":null,""rank"":null},{""cycle"":5,""score"":null,""rank"":null}]","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":null,""rank"":null},{""cycle"":5,""score"":null,""rank"":null}]","true","485","3591","39","true","36","[[1,null],[2,null],[3,false],[4,null],[5,null]]","[[1,null],[2,null],[3,false],[4,false],[5,false]]","c3:6","c3:6; c4:6; c5:6","105","28","61","true","17028","true","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"009","7","T449","TOP:275","ORACLE_INJECTED","true","true","false","true","true","P+R","—","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":0.9428194986442132,""rank"":2},{""cycle"":5,""score"":0.9236849692817112,""rank"":2}]","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":null,""rank"":null},{""cycle"":5,""score"":null,""rank"":null}]","true","708","149","30","false","0","[[1,null],[2,null],[3,null],[4,true],[5,true]]","[[1,null],[2,null],[3,null],[4,false],[5,false]]","non exécuté","c4:0; c5:0","0","0","30","true","8504","true","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"009","8","B501","BOTTOM:327","ORACLE_INJECTED","true","true","false","true","true","Q","—","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":null,""rank"":null},{""cycle"":5,""score"":null,""rank"":null}]","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":null,""rank"":null},{""cycle"":5,""score"":null,""rank"":null}]","true","4","4","4","false","0","[[1,null],[2,null],[3,null],[4,false],[5,false]]","[[1,null],[2,null],[3,null],[4,false],[5,false]]","c4:4; c5:4","c4:0; c5:0","0","0","4","true","480","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"009","8","B502","BOTTOM:328","ORACLE_INJECTED","false","true","false","true","true","Q","—","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":null,""rank"":null},{""cycle"":5,""score"":null,""rank"":null}]","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":null,""rank"":null},{""cycle"":5,""score"":null,""rank"":null}]","true","4","4","4","false","0","[[1,null],[2,null],[3,null],[4,false],[5,false]]","[[1,null],[2,null],[3,null],[4,false],[5,false]]","c4:4; c5:4","c4:0; c5:0","0","0","4","true","480","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"009","9","T527","TOP:353","ORACLE_INJECTED","true","true","false","true","true","—","—","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":null,""rank"":null},{""cycle"":5,""score"":null,""rank"":null}]","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":null,""rank"":null},{""cycle"":5,""score"":null,""rank"":null}]","false","0","0","0","false","0","[[1,null],[2,null],[3,null],[4,null],[5,false]]","[[1,null],[2,null],[3,null],[4,null],[5,false]]","c5:0","c5:0","0","0","0","false","0","false","false","C_PROMOTION_C5_LAST_REPAIR_NEIGHBOR_TRIAL","ZERO_ONE_NEIGHBOR_REPAIRS","Last possible admission: invalid repair trial for B560 at slot 10 using T527 at slot 9 (trace order 8807). Subsequent B578 substitution is valid and does not search repairs; active B599 is skipped. No stored role, no A/earlier C segment, no bootstrap occurrence at this slot, no later cycle. Direct target rejection alone was NOT irreversible."
"009","9","T528","TOP:354","ORACLE_INJECTED","false","true","false","true","true","—","—","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":null,""rank"":null},{""cycle"":5,""score"":null,""rank"":null}]","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":null,""rank"":null},{""cycle"":5,""score"":null,""rank"":null}]","false","0","0","0","false","0","[[1,null],[2,null],[3,null],[4,null],[5,false]]","[[1,null],[2,null],[3,null],[4,null],[5,false]]","c5:0","c5:0","0","0","0","false","0","false","false","C_PROMOTION_C5_LAST_REPAIR_NEIGHBOR_TRIAL","ZERO_ONE_NEIGHBOR_REPAIRS","Last possible admission: invalid repair trial for B560 at slot 10 using T528 at slot 9 (trace order 8808). Subsequent B578 substitution is valid and does not search repairs; active B599 is skipped. No stored role, no A/earlier C segment, no bootstrap occurrence at this slot, no later cycle. Direct target rejection alone was NOT irreversible."
"009","10","B578","BOTTOM:404","ORACLE_INJECTED","true","true","false","true","true","P","P","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":null,""rank"":null},{""cycle"":5,""score"":0.5,""rank"":1}]","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":null,""rank"":null},{""cycle"":5,""score"":0.030864197530864224,""rank"":1}]","true","10","4","2","true","26","[[1,null],[2,null],[3,null],[4,null],[5,true]]","[[1,null],[2,null],[3,null],[4,null],[5,true]]","non exécuté","non exécuté","8","4","4","true","7792","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B177","BOTTOM:0","ORACLE_INJECTED","true","true","false","true","true","P+R+Ac","P+R+Ac","[{""cycle"":1,""score"":1.2175838566360182,""rank"":1},{""cycle"":2,""score"":1.217583856636018,""rank"":1},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":null,""rank"":null},{""cycle"":5,""score"":null,""rank"":null}]","[{""cycle"":1,""score"":1.2175838566360182,""rank"":1},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":null,""rank"":null},{""cycle"":4,""score"":null,""rank"":null}]","true","38","1606","24","true","264","[[1,true],[2,true],[3,null],[4,null],[5,null]]","[[1,true],[2,null],[3,null],[4,null]]","non exécuté","non exécuté","4438","26","43","true","4796","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B178","BOTTOM:1","ORACLE_INJECTED","false","true","false","true","true","R+P","R","[{""cycle"":1,""score"":1.1711241375002104,""rank"":5},{""cycle"":2,""score"":1.1711241375002106,""rank"":5},{""cycle"":3,""score"":1.0949122908971778,""rank"":1},{""cycle"":4,""score"":0.19056017070198428,""rank"":19},{""cycle"":5,""score"":-0.13418493809034304,""rank"":15}]","[{""cycle"":1,""score"":1.1711241375002104,""rank"":5},{""cycle"":2,""score"":1.0057076468956987,""rank"":4},{""cycle"":3,""score"":-0.499113409216016,""rank"":15},{""cycle"":4,""score"":0.20871145379725253,""rank"":8}]","true","24","254","49","true","21","[[1,true],[2,true],[3,true],[4,true],[5,true]]","[[1,true],[2,true],[3,true],[4,true]]","non exécuté","non exécuté","9","4","49","true","3612","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B179","BOTTOM:2","ORACLE_INJECTED","false","true","false","true","true","R+P","R+P","[{""cycle"":1,""score"":1.1788545826445405,""rank"":4},{""cycle"":2,""score"":1.1788545826445405,""rank"":4},{""cycle"":3,""score"":1.0923463854828674,""rank"":3},{""cycle"":4,""score"":0.23609138695181286,""rank"":18},{""cycle"":5,""score"":-0.16811370578107243,""rank"":17}]","[{""cycle"":1,""score"":1.1788545826445405,""rank"":4},{""cycle"":2,""score"":1.0239482287262343,""rank"":3},{""cycle"":3,""score"":0.03685652061611877,""rank"":10},{""cycle"":4,""score"":0.7247805308254355,""rank"":4}]","true","24","254","49","true","132","[[1,true],[2,true],[3,true],[4,true],[5,true]]","[[1,true],[2,true],[3,true],[4,true]]","non exécuté","non exécuté","569","171","211","true","6014","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B180","BOTTOM:3","ORACLE_INJECTED","false","true","false","true","true","P+R","P+R","[{""cycle"":1,""score"":1.1946453046390755,""rank"":2},{""cycle"":2,""score"":1.1946453046390753,""rank"":2},{""cycle"":3,""score"":1.0935913853684887,""rank"":2},{""cycle"":4,""score"":0.28371155058857556,""rank"":17},{""cycle"":5,""score"":-0.15931548954814562,""rank"":16}]","[{""cycle"":1,""score"":1.1946453046390755,""rank"":2},{""cycle"":2,""score"":1.0607294040478887,""rank"":1},{""cycle"":3,""score"":0.8972986960131879,""rank"":1},{""cycle"":4,""score"":1.5214058704639086,""rank"":1}]","true","29","294","60","true","153","[[1,true],[2,true],[3,true],[4,true],[5,true]]","[[1,true],[2,true],[3,true],[4,true]]","non exécuté","non exécuté","617","179","225","true","6309","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B181","BOTTOM:4","ORACLE_INJECTED","false","true","false","true","true","R","R+P","[{""cycle"":1,""score"":1.167849093257936,""rank"":6},{""cycle"":2,""score"":1.1678490932579353,""rank"":6},{""cycle"":3,""score"":1.0553833864020712,""rank"":4},{""cycle"":4,""score"":0.2932431243523357,""rank"":16},{""cycle"":5,""score"":0.09196221677406641,""rank"":13}]","[{""cycle"":1,""score"":1.167849093257936,""rank"":6},{""cycle"":2,""score"":0.9989185166524965,""rank"":5},{""cycle"":3,""score"":0.1480512798765319,""rank"":9},{""cycle"":4,""score"":0.7360079465443313,""rank"":3}]","true","15","15","3","true","58","[[1,true],[2,true],[3,true],[4,true],[5,true]]","[[1,true],[2,true],[3,true],[4,true]]","non exécuté","non exécuté","248","109","109","true","3573","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B182","BOTTOM:5","ORACLE_INJECTED","false","true","false","true","true","P+R","P+R","[{""cycle"":1,""score"":1.1789634518322036,""rank"":3},{""cycle"":2,""score"":1.1789634518322034,""rank"":3},{""cycle"":3,""score"":1.051658543987302,""rank"":5},{""cycle"":4,""score"":0.3358383824258948,""rank"":15},{""cycle"":5,""score"":-0.36098891754842477,""rank"":19}]","[{""cycle"":1,""score"":1.1789634518322036,""rank"":3},{""cycle"":2,""score"":1.0246774265523202,""rank"":2},{""cycle"":3,""score"":0.8382970635630398,""rank"":2},{""cycle"":4,""score"":1.3533885678883157,""rank"":2}]","true","29","294","60","true","153","[[1,true],[2,true],[3,true],[4,true],[5,true]]","[[1,true],[2,true],[3,true],[4,true]]","non exécuté","non exécuté","560","168","217","true","6236","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B183","BOTTOM:6","ORACLE_INJECTED","false","true","false","true","true","R","R","[{""cycle"":1,""score"":1.1556281146660992,""rank"":7},{""cycle"":2,""score"":1.1556281146660994,""rank"":7},{""cycle"":3,""score"":1.015983565494621,""rank"":6},{""cycle"":4,""score"":0.3475513974229071,""rank"":14},{""cycle"":5,""score"":0.3745180534407904,""rank"":9}]","[{""cycle"":1,""score"":1.1556281146660992,""rank"":7},{""cycle"":2,""score"":0.9706538002059839,""rank"":6},{""cycle"":3,""score"":0.22686569450613023,""rank"":6},{""cycle"":4,""score"":0.6903269405645474,""rank"":5}]","true","15","15","3","true","21","[[1,true],[2,true],[3,true],[4,true],[5,true]]","[[1,true],[2,true],[3,true],[4,true]]","non exécuté","non exécuté","9","4","4","true","1540","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B184","BOTTOM:7","ORACLE_INJECTED","false","true","false","true","true","R","R","[{""cycle"":1,""score"":1.1484947219470691,""rank"":8},{""cycle"":2,""score"":1.1484947219470683,""rank"":8},{""cycle"":3,""score"":0.991183068359989,""rank"":7},{""cycle"":4,""score"":0.3678977868717048,""rank"":13},{""cycle"":5,""score"":0.10599535307294666,""rank"":12}]","[{""cycle"":1,""score"":1.1484947219470691,""rank"":8},{""cycle"":2,""score"":0.9539860031241851,""rank"":7},{""cycle"":3,""score"":0.2508180732832662,""rank"":5},{""cycle"":4,""score"":0.6071676874806412,""rank"":6}]","true","15","15","3","true","21","[[1,true],[2,true],[3,true],[4,true],[5,true]]","[[1,true],[2,true],[3,true],[4,true]]","non exécuté","non exécuté","9","4","4","true","1540","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B185","BOTTOM:8","ORACLE_INJECTED","false","true","false","true","true","R","R","[{""cycle"":1,""score"":1.1259092266740436,""rank"":10},{""cycle"":2,""score"":1.1259092266740436,""rank"":10},{""cycle"":3,""score"":0.9482494115470609,""rank"":8},{""cycle"":4,""score"":0.3689677409255544,""rank"":12},{""cycle"":5,""score"":-0.375092251415053,""rank"":20}]","[{""cycle"":1,""score"":1.1259092266740436,""rank"":10},{""cycle"":2,""score"":0.9014656715498696,""rank"":9},{""cycle"":3,""score"":-0.2897445372196178,""rank"":12},{""cycle"":4,""score"":-0.07001419090931607,""rank"":12}]","true","15","15","3","true","21","[[1,true],[2,true],[3,true],[4,true],[5,true]]","[[1,true],[2,true],[3,true],[4,true]]","non exécuté","non exécuté","9","4","4","true","1540","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B186","BOTTOM:9","ORACLE_INJECTED","false","true","false","true","true","R","R","[{""cycle"":1,""score"":1.1303718004368226,""rank"":9},{""cycle"":2,""score"":1.130371800436823,""rank"":9},{""cycle"":3,""score"":0.9344213193980165,""rank"":9},{""cycle"":4,""score"":0.39995869870846196,""rank"":11},{""cycle"":5,""score"":-0.35960911743870705,""rank"":18}]","[{""cycle"":1,""score"":1.1303718004368226,""rank"":9},{""cycle"":2,""score"":0.9113710998163903,""rank"":8},{""cycle"":3,""score"":0.17531761443129948,""rank"":7},{""cycle"":4,""score"":0.2746410233951143,""rank"":7}]","true","15","15","3","true","21","[[1,true],[2,true],[3,true],[4,true],[5,true]]","[[1,true],[2,true],[3,true],[4,true]]","non exécuté","non exécuté","9","4","4","true","1540","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B187","BOTTOM:10","ORACLE_INJECTED","false","true","false","true","true","R","R","[{""cycle"":1,""score"":1.1229905460240466,""rank"":11},{""cycle"":2,""score"":1.1229905460240466,""rank"":11},{""cycle"":3,""score"":0.9141075690608017,""rank"":10},{""cycle"":4,""score"":0.4266494612638855,""rank"":10},{""cycle"":5,""score"":-0.02675762544889354,""rank"":14}]","[{""cycle"":1,""score"":1.1229905460240466,""rank"":11},{""cycle"":2,""score"":0.8937530967190278,""rank"":10},{""cycle"":3,""score"":0.17279092174609265,""rank"":8},{""cycle"":4,""score"":0.1997335681641063,""rank"":9}]","true","15","15","3","true","21","[[1,true],[2,true],[3,true],[4,true],[5,true]]","[[1,true],[2,true],[3,true],[4,true]]","non exécuté","non exécuté","9","4","4","true","1540","true","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B188","BOTTOM:11","ORACLE_INJECTED","false","true","false","true","true","R","R","[{""cycle"":1,""score"":1.101057288200942,""rank"":14},{""cycle"":2,""score"":1.1010572882009424,""rank"":14},{""cycle"":3,""score"":0.8713374508890658,""rank"":11},{""cycle"":4,""score"":0.4274991500628677,""rank"":9},{""cycle"":5,""score"":0.2530180390504143,""rank"":11}]","[{""cycle"":1,""score"":1.101057288200942,""rank"":14},{""cycle"":2,""score"":0.8423474122075114,""rank"":13},{""cycle"":3,""score"":-0.33550971316264216,""rank"":13},{""cycle"":4,""score"":-0.4610357863172846,""rank"":13}]","true","15","15","3","true","21","[[1,true],[2,true],[3,true],[4,true],[5,true]]","[[1,true],[2,true],[3,true],[4,true]]","non exécuté","non exécuté","9","4","4","true","1540","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B189","BOTTOM:12","ORACLE_INJECTED","false","true","false","true","true","R","R","[{""cycle"":1,""score"":1.093509532144377,""rank"":15},{""cycle"":2,""score"":1.0935095321443764,""rank"":15},{""cycle"":3,""score"":0.8527578601189358,""rank"":12},{""cycle"":4,""score"":0.45653212408299126,""rank"":8},{""cycle"":5,""score"":0.5249606155916474,""rank"":6}]","[{""cycle"":1,""score"":1.093509532144377,""rank"":15},{""cycle"":2,""score"":0.824068357091141,""rank"":14},{""cycle"":3,""score"":-0.3493805344548187,""rank"":14},{""cycle"":4,""score"":-0.5368297616028397,""rank"":14}]","true","15","15","3","true","21","[[1,true],[2,true],[3,true],[4,true],[5,true]]","[[1,true],[2,true],[3,true],[4,true]]","non exécuté","non exécuté","9","4","4","true","1540","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B190","BOTTOM:13","ORACLE_INJECTED","false","true","false","true","true","R+P","R","[{""cycle"":1,""score"":1.107574428935552,""rank"":12},{""cycle"":2,""score"":1.1075744289355514,""rank"":12},{""cycle"":3,""score"":0.849780863667242,""rank"":13},{""cycle"":4,""score"":0.49852915659692976,""rank"":7},{""cycle"":5,""score"":0.9380088725547004,""rank"":3}]","[{""cycle"":1,""score"":1.107574428935552,""rank"":12},{""cycle"":2,""score"":0.8556183699004524,""rank"":11},{""cycle"":3,""score"":0.4777524388372196,""rank"":4},{""cycle"":4,""score"":0.1665476463592046,""rank"":11}]","true","18","118","49","true","21","[[1,true],[2,true],[3,true],[4,true],[5,true]]","[[1,true],[2,true],[3,true],[4,true]]","non exécuté","non exécuté","9","4","49","true","3612","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B191","BOTTOM:14","ORACLE_INJECTED","false","true","false","true","true","R","R+P","[{""cycle"":1,""score"":1.103457491272286,""rank"":13},{""cycle"":2,""score"":1.103457491272285,""rank"":13},{""cycle"":3,""score"":0.8295403551590363,""rank"":14},{""cycle"":4,""score"":0.5235057908287595,""rank"":4},{""cycle"":5,""score"":0.6010079105221078,""rank"":5}]","[{""cycle"":1,""score"":1.103457491272286,""rank"":13},{""cycle"":2,""score"":0.8449612649001614,""rank"":12},{""cycle"":3,""score"":0.6211433346568376,""rank"":3},{""cycle"":4,""score"":0.19144367923781785,""rank"":10}]","true","15","15","3","true","95","[[1,true],[2,true],[3,true],[4,true],[5,true]]","[[1,true],[2,true],[3,true],[4,true]]","non exécuté","non exécuté","427","109","109","true","6442","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B192","BOTTOM:15","ORACLE_INJECTED","false","true","false","true","true","R","R","[{""cycle"":1,""score"":1.0576548793886238,""rank"":17},{""cycle"":2,""score"":1.057654879388624,""rank"":17},{""cycle"":3,""score"":0.7738969406713193,""rank"":15},{""cycle"":4,""score"":0.5155376899927389,""rank"":6},{""cycle"":5,""score"":0.49396806054265086,""rank"":7}]","[{""cycle"":1,""score"":1.0576548793886238,""rank"":17},{""cycle"":2,""score"":0.737743427555487,""rank"":16},{""cycle"":3,""score"":-0.8266201362333296,""rank"":16},{""cycle"":4,""score"":-1.3175283638477089,""rank"":16}]","true","15","15","3","true","21","[[1,true],[2,true],[3,true],[4,true],[5,true]]","[[1,true],[2,true],[3,true],[4,true]]","non exécuté","non exécuté","9","4","4","true","1540","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B193","BOTTOM:16","ORACLE_INJECTED","false","true","false","true","true","R","R","[{""cycle"":1,""score"":1.0461349918883127,""rank"":18},{""cycle"":2,""score"":1.0461349918883123,""rank"":18},{""cycle"":3,""score"":0.7386807900415399,""rank"":17},{""cycle"":4,""score"":0.5219858210587123,""rank"":5},{""cycle"":5,""score"":0.2840968314847388,""rank"":10}]","[{""cycle"":1,""score"":1.0461349918883127,""rank"":18},{""cycle"":2,""score"":0.7096442020383017,""rank"":17},{""cycle"":3,""score"":-0.9201290180136241,""rank"":17},{""cycle"":4,""score"":-1.6104127654401872,""rank"":17}]","true","15","15","3","true","21","[[1,true],[2,true],[3,true],[4,true],[5,true]]","[[1,true],[2,true],[3,true],[4,true]]","non exécuté","non exécuté","9","4","4","true","1354","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","0","B194","BOTTOM:17","ORACLE_INJECTED","false","true","false","true","true","R+P","R","[{""cycle"":1,""score"":1.0634499757075757,""rank"":16},{""cycle"":2,""score"":1.063449975707575,""rank"":16},{""cycle"":3,""score"":0.7417360201430575,""rank"":16},{""cycle"":4,""score"":0.5704267686477377,""rank"":3},{""cycle"":5,""score"":0.6355677005960008,""rank"":4}]","[{""cycle"":1,""score"":1.0634499757075757,""rank"":16},{""cycle"":2,""score"":0.7480419080900138,""rank"":15},{""cycle"":3,""score"":0.023945017251211495,""rank"":11},{""cycle"":4,""score"":-0.7777175268740159,""rank"":15}]","true","21","189","49","true","21","[[1,true],[2,true],[3,true],[4,true],[5,true]]","[[1,true],[2,true],[3,true],[4,true]]","non exécuté","non exécuté","9","4","49","true","2485","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","1","T221","TOP:44","ORACLE_INJECTED","true","true","false","true","true","Q+R","Q+P+R","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":-0.03903488067276871,""rank"":5},{""cycle"":4,""score"":-0.32520755823038294,""rank"":8},{""cycle"":5,""score"":0.31418636260109767,""rank"":5}]","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":0.12730414746543783,""rank"":3},{""cycle"":3,""score"":0.1317322458525415,""rank"":2},{""cycle"":4,""score"":0.538383844015619,""rank"":3}]","true","120","120","29","true","444","[[1,false],[2,false],[3,true],[4,true],[5,true]]","[[1,false],[2,true],[3,true],[4,true]]","c1:18; c2:18","c1:18","989","292","295","true","11251","false","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
"010","1","T222","TOP:45","ORACLE_INJECTED","false","true","false","true","true","Q+R+P","Q+P+R","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":null,""rank"":null},{""cycle"":3,""score"":0.36037047116073045,""rank"":4},{""cycle"":4,""score"":0.09866606175883161,""rank"":4},{""cycle"":5,""score"":0.7376672707156144,""rank"":2}]","[{""cycle"":1,""score"":null,""rank"":null},{""cycle"":2,""score"":0.5915898617511521,""rank"":2},{""cycle"":3,""score"":0.5915898617511519,""rank"":1},{""cycle"":4,""score"":1.0093224889220946,""rank"":1}]","true","153","275","85","true","444","[[1,false],[2,false],[3,true],[4,true],[5,true]]","[[1,false],[2,true],[3,true],[4,true]]","c1:18; c2:18","c1:18","1062","328","386","true","11627","true","false","FINAL_WINNER_SELECTION","OTHER","Present in generated D paths until final ranking; not selected in the final winner. No irreversible search loss."
